Contract ID,Country,Supplier,Contract Value (USD),Bidders Count,Award Date,Contract Duration (Months),Risk Score
f56a949e,Morocco,Jenkins Inc,25348157.63,3,2022-08-29,3,High
7428e179,Senegal,Ingram-Tucker,27329574.77,3,2022-12-13,36,High
b9ee9fca,Senegal,Morris-Smith,18211684.4,5,2021-02-16,12,High
6b8fb4bf,Nigeria,"Morse, Moore and Gray",17645613.16,5,2025-02-11,24,High
b040ba76,Ethiopia,"Campbell, Parker and Phelps",25904230.45,10,2023-02-11,3,High
f21dfb78,Kenya,"Collier, Larson and Rodriguez",32035468.4,10,2020-08-14,12,High
01856e47,Tanzania,Benson LLC,24714014.26,5,2025-01-12,3,High
b8978004,Kenya,Klein-Collins,4209313.7,10,2024-07-27,3,Low
3ec72dc7,Ethiopia,Wagner-Pena,21391438.77,10,2022-12-18,12,High
d637989a,Tanzania,"Garrison, Perry and Davis",41792124.24,1,2022-07-13,36,High
7e9c44fa,South Africa,Williams PLC,32219713.28,3,2022-07-09,36,High
924b8ee1,Ethiopia,Ray-Anderson,2270518.45,2,2020-10-30,3,Low
dcfd3394,Ethiopia,"Johnson, Marshall and Atkins",1214792.43,1,2021-03-25,24,High
985d0b9e,Rwanda,"Miller, Guerrero and Gray",36650516.26,5,2020-07-25,12,High
86ef1691,Ethiopia,Mora Group,34290495.94,3,2021-04-24,24,High
ab5dd872,Tanzania,Myers Group,27441554.57,1,2022-07-01,36,High
a4115d85,Tanzania,Martin-Berry,26191070.24,5,2024-10-21,6,High
df83e008,Tanzania,Smith Group,12796624.36,5,2021-01-10,6,High
7aa95ac0,Morocco,"Brown, Fuller and Watts",31359818.0,2,2021-07-03,6,High
405c977e,Kenya,"Sullivan, Noble and Garcia",8324703.61,1,2021-09-27,6,High
5929868c,Uganda,Freeman and Sons,35226632.86,5,2022-01-16,6,High
61a8f156,Ghana,Holt Inc,5576140.72,2,2021-08-14,36,Low
7eee7e91,Ghana,Cline PLC,38190075.85,3,2022-03-30,6,High
416f506d,Uganda,"Page, Gilbert and Fry",9843613.69,10,2023-07-24,3,Medium
7564d7f5,Senegal,"Turner, Weaver and Williams",48355082.64,1,2024-11-21,36,High
a6593dd4,Ghana,"Sanders, Martin and Sharp",43557147.24,10,2023-12-12,36,High
54cae359,Ethiopia,Moody LLC,38729089.76,10,2021-05-16,24,High
51e07241,Kenya,"Castro, Klein and Macias",15754624.42,3,2023-03-16,12,High
eb7f8e55,Egypt,Pena PLC,28310786.91,3,2023-02-23,3,High
4dff8bda,South Africa,"Johnson, Castillo and Bray",21100130.21,3,2022-01-10,3,High
561627a6,Nigeria,Martin-Romero,32925645.03,10,2022-12-08,3,High
ded61b24,Tanzania,Fuller Inc,18444735.69,3,2021-01-12,24,High
1bb53c5d,South Africa,Johnson-Mason,21474265.43,1,2023-09-21,24,High
0dd48b8b,Egypt,Marks Ltd,26241668.33,10,2023-09-22,24,High
b4ecd0b0,Rwanda,Moore-Miller,37239291.99,2,2023-07-27,36,High
75192c0f,Rwanda,"Harvey, Roman and Rush",35198290.09,5,2022-08-24,6,High
33be6e87,South Africa,"Cordova, Weber and Kirby",23896065.47,5,2022-06-29,24,High
0b260822,Kenya,"Moore, Wolf and Garcia",48546746.7,1,2021-05-13,12,High
6c40ad1b,Rwanda,Baker LLC,15201151.63,3,2021-06-05,12,High
83afb770,Tanzania,"Cross, Carter and Stone",4263727.75,10,2023-02-20,12,Low
9e42fa5b,Morocco,"Sanchez, Mills and Miller",21465307.86,3,2023-06-11,12,High
9b2610bc,South Africa,Wolfe and Sons,3976730.43,3,2023-09-20,36,Low
36049ccc,Kenya,Johnson Inc,34606322.78,1,2023-11-16,24,High
7833ab31,Ethiopia,"Pratt, Anderson and Ortiz",6111117.74,2,2023-02-22,6,Low
014b71e3,Ghana,"Freeman, Davis and Hall",411484.11,2,2024-04-27,3,Low
a362b107,Zambia,Allen-Schmidt,25273580.09,5,2020-12-23,24,High
4973458b,Ghana,Cox-Pennington,33134052.55,5,2025-02-12,12,High
76f15208,Rwanda,Sexton Ltd,6147597.72,5,2024-10-21,3,Medium
595e91e6,Egypt,Williams-Nelson,15075248.36,10,2021-01-23,24,High
9136273b,Egypt,Velez PLC,1584422.4,1,2024-12-27,12,High
e4049eaa,Senegal,"Morales, Potts and Jensen",25728756.59,5,2023-01-02,36,High
2797282d,Ghana,"Lewis, Williams and Deleon",33955965.8,1,2023-06-04,3,High
0a155660,Senegal,Armstrong Ltd,49671497.91,1,2024-10-05,36,High
f55b59a5,Egypt,"Smith, Wagner and Morris",29717131.81,3,2024-11-20,12,High
76a6debf,South Africa,Smith and Sons,20288428.56,3,2022-01-05,24,High
1734628e,Ghana,Krueger Ltd,26008078.9,5,2020-10-21,3,High
a40da42b,Egypt,Thornton Inc,38789267.22,3,2025-03-17,3,High
d9a0afdb,South Africa,Wallace PLC,26337573.61,1,2023-07-20,36,High
c889a058,Kenya,Daniels-Kane,3289580.15,5,2020-05-15,6,Low
ff7a479b,Ghana,Cook-Coleman,49407425.44,3,2021-01-23,24,High
a31a5826,Ghana,Simpson Inc,18671355.7,5,2022-10-22,3,High
84cca500,Tanzania,Graham-Craig,19927618.26,5,2022-10-21,36,High
612466ca,Ethiopia,"Turner, Rios and Jones",25197007.15,1,2022-10-19,3,High
1d465884,Egypt,"Cole, Watson and Guzman",39847988.02,10,2021-05-20,12,High
9181710d,Tanzania,"Coleman, Hayes and King",36714044.17,5,2020-04-08,12,High
43a25993,Uganda,Calderon Ltd,41518705.08,2,2022-11-21,36,High
daaaa632,Kenya,Brown Inc,12896236.34,2,2021-07-25,36,High
dae43da0,Nigeria,"Aguilar, Jackson and Perez",34264457.42,10,2021-10-19,3,High
672a4631,Tanzania,"Andersen, Smith and Jones",36998030.82,3,2021-05-09,12,High
ab6a666f,Zambia,Rowe-Adams,37713381.65,1,2022-01-01,3,High
426ee2ab,Ethiopia,"Armstrong, Tran and Davis",8604232.9,3,2021-05-30,12,Low
5bc76a9a,Tanzania,Johnson-Myers,38517896.01,3,2021-02-03,12,High
24b61746,Morocco,Adams-Jones,2284066.62,1,2025-03-13,6,High
86ba9fe0,Nigeria,Harmon-Roberts,45537119.62,5,2022-11-23,12,High
23c20fad,Egypt,"Porter, Martinez and Walker",16987414.02,5,2021-11-13,36,High
cad493ad,Ethiopia,"Brown, Middleton and Thornton",40631334.49,2,2022-04-28,12,High
5a22f876,Kenya,Williams LLC,32586869.54,2,2020-05-09,24,High
37e42fcc,Ghana,Carney-Martin,39545187.46,2,2024-03-26,24,High
8be05b05,Egypt,"Gonzalez, Cruz and Williams",24095016.71,5,2020-06-19,3,High
20b6dbdb,Tanzania,Johnson Inc,40574466.18,10,2024-06-25,6,High
66c93b0a,Rwanda,"Campos, Hill and Thompson",11557593.04,2,2023-08-09,6,High
8b7c8f1a,Ethiopia,Wilkerson-Kim,13666000.01,10,2021-06-23,24,High
72329698,Tanzania,"Horton, Mason and Mathis",46576287.22,10,2021-04-30,24,High
320e45bb,Nigeria,Gonzales-Wilson,30445855.79,5,2020-04-27,36,High
0629a24b,South Africa,Hoffman-Harris,37351182.46,10,2020-06-24,3,High
057a43c7,Senegal,Grimes LLC,28206098.93,10,2024-11-18,12,High
428b7b7f,Morocco,Berry-Thompson,28060365.6,3,2024-11-17,6,High
99a78e54,Egypt,"Peters, Dennis and Clark",42129958.52,3,2024-08-02,36,High
587855da,Rwanda,Wilkerson-Arnold,30854313.14,2,2022-12-02,36,High
a9cac5a8,Morocco,Bradley-Bruce,3089940.94,3,2022-01-23,6,Low
7be33609,Morocco,"Reyes, Browning and Murphy",46839491.78,10,2023-11-30,36,High
f0f619b9,Ethiopia,Jennings-Jenkins,10161978.81,1,2022-06-19,24,High
83348c83,Morocco,"Luna, Peterson and Webster",25355339.87,5,2021-02-13,12,High
2e5e9b58,Tanzania,Mayer-Cook,8335416.17,5,2024-11-02,3,Medium
90812a28,Morocco,"Mcgee, White and Lindsey",37535133.68,3,2023-08-08,24,High
5e50f4e4,Kenya,Bond-Lee,43118781.66,2,2023-04-14,12,High
562ec3ed,Zambia,"Copeland, Scott and Santos",31143744.35,1,2023-12-19,36,High
08772a39,Morocco,"Davis, Martin and Logan",20109993.2,3,2022-07-14,6,High
aa25975a,Ghana,"Dodson, Cain and Moore",16778934.36,2,2020-06-09,24,High
40d32bf1,Kenya,Johnson and Sons,41258025.84,5,2024-06-13,3,High
c53515c8,Tanzania,"Rivera, Reed and Lewis",14347127.92,3,2024-03-23,24,High
e0119430,Zambia,Chavez-Dawson,21039514.33,5,2021-07-27,24,High
3fbec421,Egypt,"Nunez, Miller and Duncan",20397554.65,5,2021-09-30,6,High
47758414,Egypt,Mercado-Cobb,33134578.17,10,2023-02-25,24,High
e990883c,Uganda,"Walker, Lewis and Joseph",36835323.22,1,2022-07-18,6,High
6afc6d26,Nigeria,"Evans, Mcmillan and Ortiz",32146832.15,2,2020-04-09,12,High
aec6c663,Ethiopia,"Grimes, Smith and Little",34033285.66,1,2022-01-14,3,High
e2d25bc7,Senegal,Mercado PLC,4365986.83,3,2024-11-20,12,Low
00a53fdb,Ghana,Robbins-Marshall,45482413.31,1,2023-04-06,24,High
2d03e85e,Zambia,Hamilton-Lester,29056846.29,1,2022-06-15,36,High
8c498343,Nigeria,Orozco-Sharp,40124666.15,10,2024-08-28,36,High
cbca8962,Rwanda,Adams PLC,17709474.44,10,2022-06-04,6,High
ca1ccc5e,Ghana,Rocha-Valdez,23777346.93,5,2022-05-07,6,High
f2e7e950,Morocco,"Patel, Martin and Bennett",21336327.33,2,2020-04-22,24,High
6f7296ad,Ethiopia,Gonzalez-Cox,20002147.75,5,2024-05-12,6,High
1b6f4da1,Egypt,Jones Group,9566174.77,1,2023-08-23,12,High
6af0917e,Zambia,Griffith PLC,39562227.72,2,2021-06-11,12,High
1e530be5,Senegal,Bryan-Rivera,17536079.13,3,2021-09-10,6,High
717dc91b,Senegal,"Anderson, Cook and Chandler",31404866.08,5,2022-07-05,6,High
6f006b6b,Senegal,Edwards-Lawson,46845326.87,10,2024-05-02,6,High
eac38471,South Africa,"Barnes, Garcia and Edwards",41740406.81,10,2023-12-25,12,High
6ba9e86a,Nigeria,Schwartz-Garcia,27080875.15,2,2024-05-15,3,High
f80717dd,Uganda,Jacobs and Sons,26331756.86,2,2020-12-31,6,High
aceab634,Kenya,Rodriguez-Webster,13198635.74,1,2023-09-22,24,High
bf26f11e,Senegal,Raymond-Brown,19263040.83,10,2023-08-05,12,High
2ce36850,Uganda,Gonzalez LLC,49092365.9,5,2022-02-09,36,High
254e4242,Ethiopia,"Mendez, Walton and Daniels",9834422.33,2,2022-12-28,6,Low
84013b5e,Tanzania,Watson-Brown,8280530.91,5,2023-12-20,24,Low
a40f0fec,South Africa,"Wilson, Baker and Roberts",37276510.18,5,2024-09-29,12,High
6d637bc5,Egypt,"Gamble, Castro and Sullivan",34017283.96,5,2022-01-12,12,High
7f3732e0,Rwanda,Hamilton and Sons,37141211.25,2,2024-05-10,3,High
051ebb64,Uganda,Moreno Group,29774684.02,2,2024-08-18,6,High
87e064ff,Ethiopia,"Sanchez, Benson and Hahn",41527730.45,5,2024-09-08,24,High
250652a1,Tanzania,Chavez-Miller,2635819.05,2,2022-11-27,6,Low
afdcf668,South Africa,Estrada-Kramer,40687597.51,2,2024-05-06,6,High
9e615313,Kenya,Ramsey Ltd,25874766.34,3,2023-11-09,36,High
dba2aae7,Senegal,Baker-Hernandez,21890082.92,1,2022-05-03,24,High
da240088,Egypt,Gregory-Torres,999960.5,2,2023-12-28,6,Low
5630fe65,Ghana,Webb-Stewart,43150723.59,1,2023-08-17,24,High
14654055,Senegal,Jones-Brown,49441237.82,2,2020-11-29,12,High
dafab934,Uganda,White and Sons,35797168.85,10,2023-05-26,24,High
c0f9be60,Ghana,"Simon, Logan and Thompson",31648367.08,10,2022-12-20,36,High
986fb187,Ethiopia,Mclaughlin-Garcia,42938641.76,3,2022-05-18,6,High
d507fb8d,Tanzania,"Pena, Erickson and Grant",39403145.07,10,2024-06-08,24,High
cde03b87,Ghana,Mills Inc,35553825.27,3,2020-08-26,24,High
607a9205,Kenya,"Griffin, Clark and Matthews",36934332.52,2,2023-09-23,36,High
305f7844,Kenya,Ramos-Simmons,27834746.81,3,2020-05-26,36,High
b392173e,Nigeria,Acosta-Baker,26844921.26,10,2023-12-27,3,High
632f537d,Egypt,"Moore, Abbott and Ramirez",32019942.27,1,2023-03-25,24,High
836c6ad7,Kenya,"Reed, Johnson and Hayes",28474648.35,1,2021-12-30,36,High
034dc4bf,Uganda,King LLC,4757082.13,1,2022-08-21,36,High
aef394c3,Egypt,"Buckley, Jacobs and Reed",23299999.5,2,2023-09-01,36,High
778d438b,Uganda,Henry LLC,37872927.04,3,2021-10-27,6,High
4031dec2,Ethiopia,Brown-Conner,12816737.7,5,2020-10-27,6,High
baffc785,Zambia,Sanchez Inc,40897137.02,1,2024-09-04,24,High
3ca9150f,Senegal,"James, Terry and Henderson",19711505.19,3,2024-09-28,36,High
a9bd49b7,Rwanda,"Hebert, Potter and Mccormick",40692456.98,3,2022-11-23,24,High
2ebc78ab,Rwanda,Howe-Simmons,43963617.99,5,2023-11-28,3,High
e8e9927e,Rwanda,"Hernandez, Meyers and Gibson",47451256.29,3,2024-04-28,24,High
4e92a056,Zambia,Lee-Reynolds,14839138.56,10,2021-08-21,3,High
6cc6a19d,Ethiopia,Henderson LLC,37866599.97,10,2023-04-23,3,High
6abd5c7d,Kenya,Lara-Guerrero,42430834.76,1,2022-11-01,6,High
58c58792,Uganda,"Ortiz, Lamb and Mcconnell",9622844.43,2,2024-11-04,24,Low
9e440f77,Kenya,Williams and Sons,22859904.71,1,2022-12-02,6,High
e0aea274,Nigeria,"Hughes, Sanchez and Mendez",14384189.75,3,2024-05-24,3,High
73b36521,Kenya,Barton-Allison,5557103.82,2,2023-09-11,6,Low
2a3cc02d,Senegal,"Romero, Hickman and Freeman",47950599.5,5,2021-08-28,36,High
27769767,Morocco,Wright-King,23311076.81,1,2023-06-17,6,High
a8560f64,Ethiopia,Frazier LLC,24143611.48,3,2023-07-10,24,High
6a7b1e6d,Nigeria,"Craig, Wells and Jordan",16179562.13,5,2021-03-04,3,High
efe4b98a,Ethiopia,Mathis-Harris,28787318.5,10,2022-10-12,6,High
c810f993,Kenya,Garner Inc,40937707.52,1,2020-07-05,6,High
0223d3fa,South Africa,Smith-Nguyen,36226764.96,1,2021-07-07,6,High
4859bb66,Kenya,Lee LLC,30440350.68,2,2022-09-27,3,High
9adb61ad,Senegal,Parker and Sons,30780970.28,5,2021-04-05,6,High
f2e7e9b9,Tanzania,Cline-Perez,9401892.56,1,2022-06-10,3,High
dca9893c,Tanzania,Pruitt and Sons,13611446.73,5,2022-12-01,24,High
1b721831,Kenya,Price-Johnson,36341198.53,3,2022-01-09,12,High
413a17e8,Kenya,"Casey, Greene and Watts",4001636.85,10,2022-10-18,36,Low
dc2d45b2,Rwanda,"Davis, Young and Phillips",17009358.68,5,2024-11-02,6,High
c2c804d8,Ghana,Rodriguez-Salinas,15525274.34,2,2020-12-07,3,High
91fe0c68,Uganda,Short-Johnson,30670038.32,1,2024-12-18,3,High
de2b2c9e,Zambia,"Allison, Hardy and Smith",10688663.46,2,2022-08-20,12,High
2198e1f0,Senegal,Gibson PLC,19517859.89,2,2020-05-12,12,High
cdd2f3d7,Nigeria,Valenzuela-Price,776661.07,2,2022-05-16,3,Low
466b2e6b,Zambia,Chambers and Sons,26673559.63,5,2024-03-15,6,High
3c9fbeb1,Rwanda,Martinez-Campbell,43674741.93,10,2024-01-18,6,High
e597c16d,Tanzania,"Boyer, Williams and Diaz",40159352.06,3,2022-01-13,36,High
cfbe6f66,Nigeria,Fisher and Sons,31659184.96,2,2023-04-25,12,High
537a992e,Ethiopia,"Shannon, Nguyen and Robinson",1375905.89,10,2025-01-30,3,Low
33d95feb,Kenya,Rios LLC,48923257.21,3,2024-11-10,12,High
468a6631,Egypt,"Miller, Lopez and Hansen",33559843.14,1,2024-10-22,24,High
3752668c,Morocco,"Gonzalez, Carroll and Becker",41667811.42,5,2020-04-21,24,High
07543a64,Ethiopia,West-Prince,33115833.03,1,2020-07-23,6,High
22aff939,Zambia,"Harding, Woods and Miller",11543185.99,1,2020-07-26,36,High
d64d8a92,Uganda,Newman Ltd,36829095.36,3,2024-04-24,6,High
720b0c5a,Uganda,Villegas LLC,24266696.95,2,2020-04-04,3,High
b7d2703f,Nigeria,Gonzalez-Blair,40540267.69,3,2020-11-28,6,High
5f86a033,Tanzania,Hayden-Cervantes,38372815.37,3,2023-09-21,3,High
70b05cc0,Ethiopia,"Farmer, Lyons and Morgan",33888636.31,5,2023-12-21,3,High
f0131503,Senegal,Miller PLC,17193963.03,1,2024-11-24,36,High
0214a5d1,Morocco,Jarvis PLC,41641646.31,10,2021-02-15,36,High
cb95f1ce,South Africa,Williams Ltd,45157752.7,2,2021-07-27,3,High
43ad5d62,Ethiopia,"Lee, Joseph and Rogers",24150884.37,5,2021-03-21,12,High
aed593eb,Nigeria,"Mclaughlin, Bush and Blair",17914667.13,10,2023-08-02,12,High
a70e5fca,Kenya,Friedman-Carter,523720.24,3,2022-05-22,12,Low
3eb798a7,Tanzania,Johnson-Hoffman,35681680.11,5,2022-05-01,36,High
2711906b,Zambia,Underwood and Sons,33790535.85,3,2023-06-18,36,High
29616e64,Nigeria,Cobb-Pennington,49314283.1,1,2020-05-05,12,High
8bde8430,Morocco,Gilbert PLC,41987639.12,1,2022-11-11,36,High
387b93c4,South Africa,Garcia Group,13206434.02,2,2021-04-06,24,High
57b0bfc6,Kenya,Mueller Group,30083935.52,5,2024-02-08,12,High
e74f7311,Rwanda,Strickland Inc,47122842.66,5,2023-04-20,36,High
0bbf335e,Egypt,Lewis-Clark,26488612.25,5,2023-03-18,6,High
c27a862f,Zambia,Richardson Ltd,16582179.43,5,2023-11-21,3,High
71edf373,Nigeria,Diaz Inc,17143169.11,2,2024-02-24,36,High
e7794936,Nigeria,Cain LLC,20416718.37,10,2024-12-18,36,High
17dfcecb,Senegal,Jones and Sons,13010195.61,10,2021-01-19,3,High
74046b16,Uganda,"Burton, King and Boyle",16420934.58,10,2023-04-10,12,High
61063f9c,Zambia,Romero-Mcconnell,17481958.34,3,2021-12-15,12,High
97509053,Zambia,"Kim, Gomez and Hobbs",1127492.69,10,2023-06-09,12,Low
3a19102d,Egypt,Garrison-Shaw,15424353.28,3,2023-07-02,3,High
a1c2ab67,Kenya,Holt Ltd,41694298.15,2,2023-12-06,6,High
66e524e9,Tanzania,Larson-Ruiz,24975851.63,10,2021-03-28,12,High
1a7a1c90,Senegal,Johnson-Johnson,19298002.62,3,2025-03-09,24,High
c68d0a89,South Africa,Martinez PLC,15644180.91,3,2024-08-25,24,High
eaa6b7fc,Tanzania,"Rowe, Mullen and Harris",8392463.84,10,2023-01-08,12,Low
b0160b37,Rwanda,Williams Ltd,5862377.98,5,2021-12-03,3,Medium
6699fd12,Ethiopia,"Harvey, Ford and Mack",21272351.25,2,2022-08-02,24,High
21b81382,Morocco,Vasquez Group,338319.84,3,2023-11-20,12,Low
240b85a6,Nigeria,Lowe PLC,18755203.06,3,2022-11-22,6,High
d2aea4bd,South Africa,"Mason, Adkins and Crawford",16157285.4,1,2024-02-22,36,High
84ca0bfa,Rwanda,Davis-Johnson,8348657.41,10,2022-12-20,6,Low
e4495574,Nigeria,Alvarado Group,48303963.34,10,2021-05-10,12,High
5745f4e8,South Africa,Jackson LLC,45979125.74,1,2020-08-12,12,High
5f13963e,Senegal,"Strong, Howell and Reid",17320046.84,10,2023-07-22,24,High
ee3a2dab,Zambia,James-Garrett,15664014.88,1,2024-12-09,24,High
c0d66519,Egypt,Barnes Ltd,30275453.66,2,2022-06-07,3,High
05e67414,Rwanda,Quinn-Young,37884540.39,1,2022-10-04,12,High
d4a3211b,Ethiopia,Clark-Woods,39501488.51,2,2021-05-25,3,High
14ae2fa9,Ghana,Merritt Group,8697041.55,1,2024-05-06,36,High
fe1c9356,Zambia,Baker and Sons,40757082.24,5,2022-03-13,6,High
ba4aba28,Nigeria,Adams Group,16132172.43,10,2020-11-15,36,High
606fbf1a,Tanzania,Callahan LLC,15374429.5,10,2025-03-10,3,High
789eee2c,South Africa,"Miller, West and Wilson",31917375.59,10,2024-10-03,24,High
1bac4ed5,Egypt,Palmer LLC,24183850.09,5,2021-05-06,3,High
4f9281a7,Egypt,"Smith, Livingston and Thompson",36826424.18,1,2022-10-20,36,High
4eb92b2f,South Africa,Bartlett-Davis,34330613.27,1,2025-02-26,24,High
28715692,Rwanda,Miles LLC,22337695.03,3,2025-02-23,12,High
fc0fe787,Egypt,Adams-Jimenez,33729852.82,3,2024-01-05,36,High
832bec43,Rwanda,Ingram-Underwood,28734021.05,10,2024-08-16,12,High
909b1d70,Zambia,Chavez Group,29107340.33,2,2021-12-11,36,High
8e0254f6,Zambia,Williams-Davis,33602053.0,1,2024-03-17,36,High
dca91b4a,Ethiopia,Cain-Morgan,37700517.2,5,2021-07-20,24,High
294f6d8d,Kenya,Mercado PLC,11491504.59,2,2025-02-08,36,High
f2a96c6e,Zambia,Lane Inc,31246864.35,3,2023-06-13,12,High
f9a9356e,Rwanda,Elliott Inc,21861830.52,1,2023-11-21,24,High
4f80a516,Uganda,Michael Group,20621756.71,2,2022-08-18,12,High
cdc75cdd,Tanzania,"Smith, Martin and Williams",36156181.06,5,2024-05-07,36,High
38684af2,Morocco,Hayden-Barker,24182252.5,1,2022-03-24,36,High
de1d5893,Morocco,Peters-Novak,36942907.23,3,2020-10-14,12,High
76608f37,Tanzania,Sosa-Sullivan,45513951.62,2,2024-09-29,24,High
185f9d01,Morocco,Green and Sons,17040242.26,3,2023-06-24,6,High
8822d850,Uganda,"Graves, Collins and Saunders",420961.51,10,2025-02-03,36,Low
d5c6a2dd,Morocco,Scott-Castro,5666928.69,2,2024-07-09,12,Low
14b5f2ef,Rwanda,"Murray, Daniels and Webb",645286.37,1,2023-06-01,12,High
24fc7a57,Kenya,"Lutz, Johnson and Cardenas",29734287.48,3,2021-09-22,36,High
cac596c5,Ghana,Young LLC,1947178.16,10,2021-03-06,36,Low
a1b2dad6,Nigeria,"Freeman, Gomez and Chung",42161722.75,2,2023-07-05,6,High
0c7e0a24,Morocco,"Sanders, Bullock and Rivera",25962332.6,5,2024-05-10,36,High
15c9760e,South Africa,"Johnson, Carpenter and Hayes",41681254.11,1,2021-06-07,24,High
a82f0c21,Ghana,Callahan and Sons,35816049.35,3,2024-05-09,3,High
b204814e,Morocco,Rivera and Sons,25130119.47,10,2022-01-18,6,High
4131b3b0,Morocco,Wade-Sexton,13176787.73,2,2023-10-19,24,High
c3a648c9,Morocco,Vazquez and Sons,44010318.6,3,2022-10-29,24,High
cf0517e2,Zambia,Cabrera Group,30648543.8,5,2020-03-29,24,High
96af588a,Zambia,Ruiz LLC,585750.12,10,2023-06-27,24,Low
cee37dea,Uganda,"Garcia, Parker and Estrada",3838721.88,1,2024-11-11,6,High
eb5fa16e,Uganda,"Reed, Hodges and Hernandez",20537845.3,2,2022-11-14,6,High
77769dea,Ghana,"Nguyen, Brown and Melendez",19116752.17,2,2021-07-21,6,High
ef446048,Tanzania,Garcia Inc,42307138.76,3,2020-07-07,6,High
5a7d58e5,Uganda,"Hayes, Davidson and Garcia",17270645.82,1,2022-01-17,12,High
60be4860,South Africa,"Pierce, Gibson and Morse",31780818.07,3,2021-02-19,3,High
15ca247f,Rwanda,"Yates, Calderon and Navarro",35955814.32,1,2024-05-13,12,High
f1aa35f4,Morocco,"Reed, Butler and Ellis",5913225.42,1,2021-07-09,36,High
2de46c0e,Uganda,"Frazier, Wheeler and Lopez",19291263.66,1,2021-12-24,12,High
aff49a32,South Africa,"Moody, Barrett and Gregory",19282734.37,5,2020-06-17,24,High
2190a7e6,Kenya,"Luna, Clark and Pittman",45096388.78,2,2020-11-06,36,High
1ae886a3,Ghana,Patrick Inc,14929567.84,1,2023-02-16,24,High
f6b14b0b,Senegal,Lyons Group,11735064.49,3,2021-12-03,24,High
18f9ec1a,South Africa,"Elliott, Greene and White",24516715.09,3,2022-09-02,3,High
4694f288,Ghana,Reese-Church,4540446.27,2,2020-06-01,36,Low
806c8af8,Zambia,Mcgrath-Contreras,10275916.47,5,2022-01-15,36,High
89e15cd6,Morocco,Martinez Ltd,15614315.78,1,2020-12-01,3,High
5f518958,Ghana,Garza-Hoover,39771522.65,5,2020-09-08,12,High
b4d00afb,Egypt,Melendez Group,35348639.64,1,2020-08-30,24,High
b08afef8,Zambia,"Simmons, Elliott and Thomas",32201707.13,2,2024-01-02,24,High
9077c711,South Africa,Hernandez Group,36008853.36,10,2020-12-29,24,High
97058feb,Uganda,Watson-Day,34848180.23,1,2020-07-01,6,High
140742a5,Kenya,"Atkins, Thompson and Robinson",3578136.88,5,2023-01-02,36,Low
a96076d0,South Africa,Boyle-Torres,42196093.93,5,2024-06-03,3,High
f97877a8,Ethiopia,"Hawkins, Mcmillan and Clarke",18904416.81,3,2023-03-15,12,High
7a30e881,Rwanda,Brown-May,5725819.98,2,2021-02-13,3,Medium
fed49c15,Zambia,Garcia-Sanford,10170234.0,5,2022-07-04,24,High
20d663e0,Kenya,Mclean Ltd,9354439.73,5,2024-09-23,24,Low
1b5babcf,South Africa,Odom-Braun,12292699.92,1,2023-05-06,12,High
eadd40a5,Egypt,"Gordon, Morton and Johnson",41461276.32,10,2025-02-14,3,High
10d619b4,Ethiopia,"Logan, Hanson and Rivera",4953447.02,2,2022-06-29,36,Low
7bfca7c6,Uganda,"Harris, Johnson and Howell",22079845.86,2,2023-10-24,24,High
37b5e5be,Rwanda,Hopkins PLC,37408815.99,3,2021-10-03,6,High
b70dc5be,Rwanda,Walker PLC,48374334.12,10,2023-07-06,24,High
aa553146,Ethiopia,Bradley-Lewis,35636729.29,10,2021-10-24,36,High
a5d09fc4,Egypt,"Romero, Hunt and Ward",32154249.03,3,2021-10-14,36,High
7bbb706c,Ghana,"Waters, Marshall and Smith",43571169.28,5,2022-11-22,24,High
c7d093ab,Morocco,Nelson LLC,27849412.6,5,2022-10-16,3,High
c22a67fc,Nigeria,"King, Andersen and King",10538649.13,1,2020-06-25,24,High
ddfd0e38,Rwanda,Hoover-Perry,11468430.11,10,2024-12-17,12,High
c9415921,Rwanda,"Morton, Cabrera and Coleman",25603625.99,2,2022-06-30,12,High
3d801dd6,Ethiopia,Taylor Group,39896559.89,2,2021-12-07,6,High
ac9d5fb7,Egypt,Leach-Day,11487370.69,1,2024-07-06,24,High
7e368543,Ghana,"Jones, Wilson and Cox",2407051.21,10,2025-01-01,36,Low
e9316a3b,Kenya,"Robinson, Gamble and Gomez",9119419.81,3,2022-01-24,12,Low
d0ef4de2,Nigeria,"Barber, Pineda and Bishop",25266189.5,2,2023-12-24,12,High
f294e483,South Africa,Brooks-Flynn,23225844.43,1,2021-11-30,12,High
07866f07,Uganda,"Robertson, Turner and Campbell",11424643.94,3,2022-05-09,3,High
8dff71ad,Kenya,"Moore, Harper and Johnson",930088.03,5,2021-03-12,36,Low
041df05e,Tanzania,Hicks LLC,48300713.64,3,2021-08-17,3,High
adb1fdcd,Senegal,"Orozco, Dean and Mccullough",34050025.8,5,2023-04-16,3,High
6a586d8d,Tanzania,Wagner-Fisher,22059080.87,3,2023-11-26,24,High
72abb533,Nigeria,"Johnson, Edwards and Evans",2889412.58,3,2022-05-24,12,Low
eda5be84,Egypt,"Sanchez, Mcclain and Preston",33557123.58,1,2020-05-28,3,High
4a302118,Ethiopia,"Carter, Nelson and Ball",29671029.35,2,2021-08-29,24,High
80d8d218,Nigeria,"Smith, Simpson and Hart",37802368.11,1,2024-08-18,3,High
